"";"k";"alpha";"delta";"burnin";"iter";"thin";"keep";"seed";"perplexity"
"187";9;0,0304358159564435;0,0892970441095531;100;1000;10;50;33;2729,92431315037
"188";9;0,0304358159564435;0,0892970441095531;100;1000;10;50;33;2782,61228016421
"189";9;0,0304358159564435;0,0892970441095531;100;1000;10;50;33;2684,33014420243
"190";9;0,0304358159564435;0,0892970441095531;100;1000;10;50;33;2756,63951520559
"191";9;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2467,74155434933
"192";9;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2776,58155875291
"193";9;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2858,37728641327
"194";9;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2728,38648907646
"195";9;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2799,81700050823
"196";9;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2469,87691721851
"197";9;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2701,44722096885
"198";9;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2843,72743980872
"199";9;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2715,68327554049
"200";9;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2795,12764172677
"201";10;0,0617568540014327;0,0432446914166212;100;1000;10;50;33;2415,29438557153
"202";10;0,0617568540014327;0,0432446914166212;100;1000;10;50;33;2692,45775499428
"203";10;0,0617568540014327;0,0432446914166212;100;1000;10;50;33;2790,9458681083
"204";10;0,0617568540014327;0,0432446914166212;100;1000;10;50;33;2706,03324327276
"205";10;0,0617568540014327;0,0432446914166212;100;1000;10;50;33;2750,13657641547
"206";10;0,095346334669739;0,0449508819915354;100;1000;10;50;33;2439,86010048019
"207";10;0,095346334669739;0,0449508819915354;100;1000;10;50;33;2680,78838011431
"208";10;0,095346334669739;0,0449508819915354;100;1000;10;50;33;2818,72429295003
"209";10;0,095346334669739;0,0449508819915354;100;1000;10;50;33;2734,25299240773
"210";10;0,095346334669739;0,0449508819915354;100;1000;10;50;33;2808,10014964116
"211";10;0,0304358159564435;0,0892970441095531;100;1000;10;50;33;2375,1254416055
"212";10;0,0304358159564435;0,0892970441095531;100;1000;10;50;33;2627,7006975099
"213";10;0,0304358159564435;0,0892970441095531;100;1000;10;50;33;2760,01853139191
"214";10;0,0304358159564435;0,0892970441095531;100;1000;10;50;33;2647,41107698036
"215";10;0,0304358159564435;0,0892970441095531;100;1000;10;50;33;2699,39237101202
"216";10;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2427,64966035424
"217";10;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2641,74126340731
"218";10;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2807,61457342992
"219";10;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2683,62553221585
"220";10;0,0617234411649406;0,0498978680558503;100;1000;10;50;33;2763,8316382641
"221";10;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2417,99040841266
"222";10;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2653,22111785367
"223";10;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2748,29336476682
"224";10;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2660,25661681186
"225";10;0,0275141729786992;0,0614904105290771;100;1000;10;50;33;2725,49523297671
